id,category,label,notice
46,A,Contract Dispute,"DISPUTE NOTICE — SCOPE OF WORK TO: Horizon Enterprises Group FROM: Cascade Software Inc. DATE: November 27, 2024 Cascade Software Inc. hereby provides formal notice of a dispute regarding the scope of work under the Professional Services Contract dated January 15, 2022. Specifically, Horizon Enterprises Group has unilaterally performed services outside the agreed Statement of Work (Exhibit A), resulting in unauthorized charges of $50,000. Pursuant to Section 8.6 of the agreement, Cascade Software Inc. disputes these charges and requests a written justification within 30 days. If the parties cannot resolve this dispute amicably, the matter will be referred to mediation as specified in the contract."
47,C,Regulatory Compliance,"ENVIRONMENTAL NON-COMPLIANCE NOTICE TO: TechVault Analytics Ltd. FROM: Data Protection Commissioner DATE: September 5, 2024 An inspection of TechVault Analytics Ltd.'s facility at 1200 Industrial Parkway, Newark, NJ 07102 on September 12, 2022 revealed violations of the Sarbanes-Oxley Act (SOX). Specifically, emissions from TechVault Analytics Ltd.'s operations were measured at 1200% above the permitted threshold under License No. REG-36062. You are ordered to immediately reduce emissions to compliant levels, submit an environmental impact report within 14 days, and propose a binding remediation schedule. Continued non-compliance beyond the stated deadline will result in mandatory facility suspension and civil penalties of $1,000,000 per violation. This notice is issued without prejudice to further enforcement action."
48,C,Regulatory Compliance,"NOTICE OF DATA PROTECTION BREACH TO: Meridian Manufacturing Co. FROM: Health & Safety Enforcement Agency DATE: September 5, 2024 Pursuant to the General Data Protection Regulation (GDPR), Health & Safety Enforcement Agency hereby notifies Meridian Manufacturing Co. of its failure to report a personal data breach within the mandatory 10-hour notification window. The breach, which occurred on September 12, 2022, affected the personal data of approximately 120 individuals. Meridian Manufacturing Co.'s failure to notify affected individuals and this authority constitutes a serious infringement. Meridian Manufacturing Co. is directed to submit a full incident report, including root cause analysis and remediation steps, within 10 business days. Non-compliance may result in administrative fines of up to $1,000,000 or 4% of annual global turnover, whichever is greater."
49,A,Contract Dispute,"NOTICE OF FORCE MAJEURE DISPUTE TO: Radiant Broadcasting Corp. FROM: Luminary Media Group DATE: May 22, 2024 Luminary Media Group writes to formally contest Radiant Broadcasting Corp.'s invocation of the force majeure clause under Section 3.4 of the Supply Agreement dated January 15, 2022. The circumstances cited by Radiant Broadcasting Corp. do not meet the contractual threshold for force majeure relief, as supply chain disruptions of this nature were foreseeable and should have been mitigated. Accordingly, Luminary Media Group holds Radiant Broadcasting Corp. liable for delivery failures resulting in losses of $500,000. A written response is required within 10 business days, or this matter will be escalated to arbitration."
50,B,Intellectual Property Claim,"TRADEMARK INFRINGEMENT AND PASSING-OFF NOTICE TO: LifeScience Ventures Corp. FROM: BioMed IP Group DATE: December 2, 2024 BioMed IP Group is the registered owner of the trademark 'STREAMLINE' (Registration No. CRG-674), covering goods and services in Class 35. LifeScience Ventures Corp. has been using a confusingly similar mark 'FlowTrack Manager' in commerce, likely to cause consumer confusion and dilute BioMed IP Group's brand. This use constitutes trademark infringement under 15 U.S.C. § 1114 and passing-off under common law. BioMed IP Group demands immediate discontinuation of all use of the infringing mark, withdrawal of all related marketing materials, and a written response within 21 days. Legal action will follow without further notice if these demands are not met."
51,C,Regulatory Compliance,"NOTICE OF REGULATORY VIOLATION TO: Premier Food Processing Corp. FROM: Food Safety Regulatory Board DATE: July 8, 2024 Following an inspection conducted on October 1, 2023, Food Safety Regulatory Board has determined that Premier Food Processing Corp. is in violation of Section 7.1 of the Clean Air Act, 42 U.S.C. § 7401 et seq.. Specifically, Premier Food Processing Corp. has failed to maintain adequate records of customer transactions as mandated by applicable regulations. You are hereby directed to implement all required remediation measures within 10 calendar days of this notice. Failure to comply will result in the imposition of civil penalties of up to $50,000 per day of continued non-compliance. A written remediation plan must be submitted to this office by within 15 business days."
52,C,Regulatory Compliance,"NOTICE OF DATA PROTECTION BREACH TO: FastBuy E-Commerce Ltd. FROM: Consumer Protection Bureau DATE: May 16, 2025 Pursuant to the Clean Air Act, 42 U.S.C. § 7401 et seq., Consumer Protection Bureau hereby notifies FastBuy E-Commerce Ltd. of its failure to report a personal data breach within the mandatory 14-hour notification window. The breach, which occurred on June 30, 2022, affected the personal data of approximately 500 individuals. FastBuy E-Commerce Ltd.'s failure to notify affected individuals and this authority constitutes a serious infringement. FastBuy E-Commerce Ltd. is directed to submit a full incident report, including root cause analysis and remediation steps, within 14 business days. Non-compliance may result in administrative fines of up to $350,000 or 8% of annual global turnover, whichever is greater."
53,B,Intellectual Property Claim,"DESIGN PATENT INFRINGEMENT NOTICE TO: ContentStream Media FROM: Artisan Copyright Trust DATE: August 19, 2024 This notice is to advise that ContentStream Media's product 'LinkBridge System' infringes Artisan Copyright Trust's registered design patent No. US 9,649,694, which protects the ornamental design of Artisan Copyright Trust's Adaptive Neural Network Processing System. An ordinary observer comparing both products would find the designs substantially identical. Artisan Copyright Trust demands that ContentStream Media immediately cease manufacturing and selling the infringing product, destroy all existing inventory, and provide sales records for the period Q1 2024 to facilitate calculation of damages. Unless written confirmation of compliance is received within 21 days, Artisan Copyright Trust will initiate litigation seeking disgorgement of all profits."
54,A,Contract Dispute,"NOTICE OF NON-COMPETE VIOLATION TO: Pinnacle Construction Ltd. FROM: TerraForm Engineering DATE: November 27, 2024 Pursuant to Section 12.5 of the Employment and Consulting Agreement dated February 14, 2023, this notice serves to advise Pinnacle Construction Ltd. of a clear violation of the non-compete and non-solicitation provisions. Pinnacle Construction Ltd. has engaged in directly competitive business activities and solicited TerraForm Engineering's clients within the restricted period and geography. TerraForm Engineering demands immediate cessation of all such activities. Continued violations will result in an application for injunctive relief and a claim for liquidated damages as specified in the agreement, estimated at $200,000."
55,A,Contract Dispute,"NOTICE OF NON-COMPETE VIOLATION TO: Arbor Investment Holdings FROM: Keystone Financial Services DATE: December 2, 2024 Pursuant to Section 5.1 of the Employment and Consulting Agreement dated January 15, 2022, this notice serves to advise Arbor Investment Holdings of a clear violation of the non-compete and non-solicitation provisions. Arbor Investment Holdings has engaged in directly competitive business activities and solicited Keystone Financial Services's clients within the restricted period and geography. Keystone Financial Services demands immediate cessation of all such activities. Continued violations will result in an application for injunctive relief and a claim for liquidated damages as specified in the agreement, estimated at $25,000."
